"type","tag","title","author","year","volume","number","journal","pages","editor","booktitle","publisher","address","doi","misc","report","keywords","url","Link","keyword1","keyword2","keyword3","keyword4","keyword5","...25"
"techreport","tbep1315","Determining Which Tidal Tributaries Are the Best Snook Nurseries (FL)","Dr. J. Ley, H. Rolls","2015","NA","#13-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#13-15","fish and wildlife, bay habitats, water quality, TBERF, tributary","https://drive.google.com/file/d/1oYhM6LQnddWZ0f09x-MSzyR0e0KIXK8S/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1oYhM6LQnddWZ0f09x-MSzyR0e0KIXK8S/view?usp=drivesdk"">View Document</a>","fish and wildlife","bay habitats","water quality","TBERF","tributary",NA
"techreport","tbep1215","2014 Tampa Bay Estuary Nutrient Management Compliance Assessment","H. Greening, E. Sherwood","2015","NA","#12-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#12-15","pollutant loading, nitrogen, program guidance, regulations, assessment","https://drive.google.com/file/d/1RNa2cx7052CYVn5xsRwSQDpqmcqEhXDZ/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1RNa2cx7052CYVn5xsRwSQDpqmcqEhXDZ/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","program guidance","regulations","assessment",NA
"techreport","tbep1115","Old Tampa Bay Integrated Ecosystem Model Development Project: Task Deliverables","Janicki Environmental, Inc.","2015","NA","#11-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#11-15","modelling, pollutant loading, water quality, seagrass","https://drive.google.com/drive/folders/1-vIRAsuZQmQEXZk-0FwqsjhSex0GDu7-?usp=sharing","<a href=""https://drive.google.com/drive/folders/1-vIRAsuZQmQEXZk-0FwqsjhSex0GDu7-?usp=sharing"">View Document</a>","modelling","pollutant loading","water quality","seagrass",NA,NA
"techreport","tbep1015","Development of an Integrated Ecosystem Model to Determine Effectiveness of Potential Watershed Management Projects on Improving Old Tampa Bay","E. Sherwood, H. Greening, L. Garcia, K. Kaufman, T. Janicki, R. Pribble, B. Cunningham, S. Peene, J. Fitzpatrick, K. Dixon, M. Wessel","2015","NA","#10-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#10-15","modelling, water quality, pollutant loading, seagrass","https://drive.google.com/file/d/1BCviGfLykVX-p1tA3b0306deP3pKMagr/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1BCviGfLykVX-p1tA3b0306deP3pKMagr/view?usp=drivesdk"">View Document</a>","modelling","water quality","pollutant loading","seagrass",NA,NA
"techreport","tbep0915","A Tampa Bay Estuary Program Progress Report","N. O'Hara","2015","NA","#09-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#09-15","education, water quality, citizen science, restoration","https://drive.google.com/file/d/1cyHSbZ6OlJ_35dhhNKLc5lSzfUkFC5B0/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1cyHSbZ6OlJ_35dhhNKLc5lSzfUkFC5B0/view?usp=drivesdk"">View Document</a>","education","water quality","citizen science","restoration",NA,NA
"article","tbep0815","Regional monitoring programs in the US: Synthesis of four case studies from Pacific, Atlantic, and Gulf Coasts","K. Schiff, P. Trowbridge, E. Sherwood, P. Tango, R. Batiuk","2015","4","NA","Regional Studies in Marine Science","A1-A7","NA","NA","Regional Studies in Marine Science","NA","10.1016/j.rsma.2015.11.007","#08-15","#08-15","monitoring, water quality, status and trends","https://drive.google.com/file/d/1JAhEhpJUK6JNdIWjoyQDz7U-6t3FX5ts/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1JAhEhpJUK6JNdIWjoyQDz7U-6t3FX5ts/view?usp=drivesdk"">View Document</a>","monitoring","water quality","status and trends",NA,NA,NA
"article","tbep0715","Human Activities and Climate Variability Drive Fast-paced Change Across the World's Estuarine-coastal Ecosystems","J. Cloern, P. Abreu, J. Carstensen, L. Chauvaud, R. Elmgren, J. Grall, H. Greening, R. Johansson, M. Kahru, E. Sherwood, J. Xu, K. Yin","2015","22","2","Global Change Biology","513-529","NA","NA","Global Change Biology","NA","10.1111/gcb.13059","#07-15","#07-15","climate change, status and trends, monitoring, water quality","https://drive.google.com/file/d/1srZ4Wp8plm0pJZvu4-B3OhczQt8aZGQa/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1srZ4Wp8plm0pJZvu4-B3OhczQt8aZGQa/view?usp=drivesdk"">View Document</a>","climate change","status and trends","monitoring","water quality",NA,NA
"techreport","tbep0615","Long-Term Underwater Light Climate Variation and Submerged Seagrass Trends in Tampa Bay, Florida: With a discussion of phytoplankton and CDOM interactions","R. Johansson, Janicki Environmental, Inc.","2015","NA","#06-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-15","seagrass, status and trends, light attenuation, modelling, water quality","https://drive.google.com/file/d/19bNEs2qy6z0hXa1IE7OtbFTjqk1LarFN/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/19bNEs2qy6z0hXa1IE7OtbFTjqk1LarFN/view?usp=drivesdk"">View Document</a>","seagrass","status and trends","light attenuation","modelling","water quality",NA
"article","tbep0515","Tampa Bay Estuary: Monitoring Long-term Recovery Through Regional Partnerships","E. Sherwood, H. Greening, T. Janicki, D. Karlen","2015","4","NA","Regional Studies in Marine Science","1-11","NA","NA","Region Studies in Marine Science","NA","10.1016/j.rsma.2015.05.005","#05-15","#05-15","monitoring, assessment, status and trends, chlorophyll, seagrass","https://drive.google.com/file/d/1Lij7XdqPWL1UMuLDp_-Lu1puqg2wqBZ3/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Lij7XdqPWL1UMuLDp_-Lu1puqg2wqBZ3/view?usp=drivesdk"">View Document</a>","monitoring","assessment","status and trends","chlorophyll","seagrass",NA
"techreport","tbep0415","Twenty-year Trends in the Benthic Community and Sediment Quality of Tampa Bay 1993 - 2012","D. Karlen, T. L. Dix, B. K. Goetting, S. E. Markham, K. W. Campbell, J. M. Jernigan","2015","NA","#04-15","NA","NA","NA","NA","Environmental Protection Commission of Hillsborough County, Tampa Bay Estuary Program","Tampa, Florida","NA","NA","#04-15","benthos, status and trends, assessment, monitoring, contaminants","https://drive.google.com/file/d/1LAO4i3zbvQObH7APV2EbkyGj8L3qz_Yh/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1LAO4i3zbvQObH7APV2EbkyGj8L3qz_Yh/view?usp=drivesdk"">View Document</a>","benthos","status and trends","assessment","monitoring","contaminants",NA
"techreport","tbep0315","Zooplankton and Hyperbenthos as Community Metrics for the Trophic State of Tidal Creeks","E. Peebles","2015","NA","#03-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-15","bay habitats, water quality, assessment, fish and wildlife, benthos","https://drive.google.com/file/d/1xofriFeyaFUu6wflM6wJCjkZe42IIK8F/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1xofriFeyaFUu6wflM6wJCjkZe42IIK8F/view?usp=drivesdk"">View Document</a>","bay habitats","water quality","assessment","fish and wildlife","benthos",NA
"techreport","tbep0215","Tampa Bay Residential Stormwater Evaluation: Final Project Report","C. Listopad, L. Souto, P. Bohlen","2015","NA","#02-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-15","education, stormwater, nitrogen, water quality","https://drive.google.com/file/d/1NonVMG-i-ux_4tfd75eAs2pR41g4o_rq/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1NonVMG-i-ux_4tfd75eAs2pR41g4o_rq/view?usp=drivesdk"">View Document</a>","education","stormwater","nitrogen","water quality",NA,NA
"techreport","tbep0115","2014 Tampa Bay Water Quality Assessment","E. Sherwood","2015","NA","#01-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-15","status and trends, water quality, chlorophyll, light attenuation, seagrass","https://drive.google.com/file/d/1iRgeABiKdL47mQJJ1ju4eh0XYrVw86XM/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1iRgeABiKdL47mQJJ1ju4eh0XYrVw86XM/view?usp=drivesdk"">View Document</a>","status and trends","water quality","chlorophyll","light attenuation","seagrass",NA
"techreport","tbep0914","2013 Tampa Bay Estuary Nutrient Management Compliance Assessment","H. Greening, E. Sherwood","2014","NA","#09-14","NA","NA","NA","NA","Prepared for the FDEP and EPA by the Tampa Bay Nitrogen Management Consortium, Tampa Bay Estuary Program","NA","NA","NA","#09-14","pollutant loading, nitrogen, program guidance, regulations, assessment","https://drive.google.com/file/d/1JD5YGPQFKYrjnGAXyqO5Ra9Og0TiVr0V/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1JD5YGPQFKYrjnGAXyqO5Ra9Og0TiVr0V/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","program guidance","regulations","assessment",NA
"techreport","tbep0814","Summary of Green Infrastructure Inconsistencies and Barriers in Codes and Guidance with Action Items for Hillsborough County","Tetratech","2014","NA","#08-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-14","stormwater, water quality, nitrogen","https://drive.google.com/file/d/1vZNpj5ADDksYbIDf8m-bEiuVPSwckfbQ/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1vZNpj5ADDksYbIDf8m-bEiuVPSwckfbQ/view?usp=drivesdk"">View Document</a>","stormwater","water quality","nitrogen",NA,NA,NA
"article","tbep0714","Potential Impacts and Management Implications of Climate Change on Tampa Bay Estuary Critical Coastal Habitats","E. Sherwood, H. Greening","2014","53","3","Environmental Management","401-415","NA","NA","Environmental Management","NA","10.1007/s00267-013-0179-5","#07-14","#07-14","climate change, sea level rise, modelling, bay habitats","https://dx.doi.org/10.1007/s00267-013-0179-5","<a href=""https://dx.doi.org/10.1007/s00267-013-0179-5"">View Document</a>","climate change","sea level rise","modelling","bay habitats",NA,NA
"article","tbep0614","Ecosystem Responses to Long-term Nutrient Management in an Urban Estuary: Tampa Bay, Florida, USA","H. Greening, A. Janicki, E. Sherwood, R. Pribble, J.O.R. Johansson","2014","151","NA","Estuarine, Coastal and Shelf Science","A1-A16","NA","NA","Estuarine, Coastal and Shelf Science","NA","10.1016/j.ecss.2014.10.003","#06-14","#06-14","nitrogen, seagrass, chlorophyll, pollutant loading, water quality","https://drive.google.com/file/d/1q4SBZ3gjKCnl1i2pXjaIYwASE44q7nFU/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1q4SBZ3gjKCnl1i2pXjaIYwASE44q7nFU/view?usp=drivesdk"">View Document</a>","nitrogen","seagrass","chlorophyll","pollutant loading","water quality",NA
"techreport","tbep0514","Master Plan for the Protection and Restoration of Freshwater Wetlands in the Tampa Bay Watershed, Florida","T. Ries, S. Scheda","2014","NA","#05-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-14","bay habitats, program guidance, status and trends, regulations, restoration","https://drive.google.com/file/d/1NjExx3M63zmypXN9D1Yc7DNkVpS-8FFm/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1NjExx3M63zmypXN9D1Yc7DNkVpS-8FFm/view?usp=drivesdk"">View Document</a>","bay habitats","program guidance","status and trends","regulations","restoration",NA
"techreport","tbep0414","Economic Valuation of Tampa Bay","Tampa Bay Estuary Program, Tampa Bay Regional Planning Council","2014","NA","#04-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-14","recreation, modelling, assessment, economic","https://drive.google.com/file/d/1R1ch551-7DE2txyGv6yqLYMYOp5UID4J/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1R1ch551-7DE2txyGv6yqLYMYOp5UID4J/view?usp=drivesdk"">View Document</a>","recreation","modelling","assessment","economic",NA,NA
"techreport","tbep0314","Final Report for the Project titled ""Determining Biotic Effects of Sediment Contaminants in McKay Bay #1802.12.029643""","G. Morrison, E. Sherwood","2014","NA","#03-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-14","fish and wildlife, contaminants, TBERF, benthos","https://drive.google.com/file/d/1bckzBymXOpCindy8xnIIoD9IenwhYOGO/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1bckzBymXOpCindy8xnIIoD9IenwhYOGO/view?usp=drivesdk"">View Document</a>","fish and wildlife","contaminants","TBERF","benthos",NA,NA
"techreport","tbep0214","2013 Tampa Bay Water Quality Assessment","E. Sherwood","2014","NA","#02-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-14","status and trends, water quality, chlorophyll, light attenuation, seagrass","https://drive.google.com/file/d/1GMSdlIog9rWRvHVvBGBmhUQoxr4dkjNB/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1GMSdlIog9rWRvHVvBGBmhUQoxr4dkjNB/view?usp=drivesdk"">View Document</a>","status and trends","water quality","chlorophyll","light attenuation","seagrass",NA
"techreport","tbep0114","Gulf Coast Community Handbook: Case Studies from Gulf of Mexico Communities for Incorporating Climate Change Resiliency into Habitat Planning and Protection","L. Cross","2014","NA","#01-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-14","education, climate change, sea level rise, ocean acidification","https://drive.google.com/file/d/1LRUHkSWpMY4pU1wx7m_XRpLFvza5JZhC/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1LRUHkSWpMY4pU1wx7m_XRpLFvza5JZhC/view?usp=drivesdk"">View Document</a>","education","climate change","sea level rise","ocean acidification",NA,NA
"techreport","tbep0713","Integrating Nitrogen Management with Planning","S. Cooper","2013","NA","#07-13","NA","NA","NA","NA","Final Report prepared by the Tampa Bay Regional Planning Council","Pinellas Park, Florida","NA","NA","#07-13","nitrogen, education, water quality, regulations","https://drive.google.com/file/d/1Qh3StrRLZ4StdaWqY0Tdc9bZAkFhi1uC/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Qh3StrRLZ4StdaWqY0Tdc9bZAkFhi1uC/view?usp=drivesdk"">View Document</a>","nitrogen","education","water quality","regulations",NA,NA
"techreport","tbep0613","Experimental Restoration of Longshore Bars Associated with Seagrass Recovery in Tampa Bay, Florida, USA","L. Cross","2014","NA","#06-13","NA","NA","NA","NA","Final Report submitted to the Gulf of Mexico Program, Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-13","restoration, bay habitats, seagrass, status and trends","https://drive.google.com/file/d/1cPw20Fc7OdzOoDHZ8dTjlcrAveSzWM2h/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1cPw20Fc7OdzOoDHZ8dTjlcrAveSzWM2h/view?usp=drivesdk"">View Document</a>","restoration","bay habitats","seagrass","status and trends",NA,NA
"techreport","tbep0513","Hillsborough River Fecal Coliform BMAP Update (2013)","E. Sherwood, G. Morrison","2013","NA","#05-13","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-13","pathogens, assessment, status and trends, water quality","https://drive.google.com/file/d/1MZnK3cMzV7LRg6dTbCKX8AOZU0GNurJJ/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1MZnK3cMzV7LRg6dTbCKX8AOZU0GNurJJ/view?usp=drivesdk"">View Document</a>","pathogens","assessment","status and trends","water quality",NA,NA
"techreport","tbep0413","2012 Tampa Bay Estuary Nutrient Management Compliance Assessment","J. Ley, H. Rolls","2013","NA","#04-13","NA","NA","NA","NA","Prepared for the FDEP and EPA by the Tampa Bay Nitrogen Management Consortium, Tampa Bay Estuary Program","NA","NA","NA","#04-13","pollutant loading, nitrogen, program guidance, regulations, assessment","https://drive.google.com/file/d/1K5gj_RTznLpCyeE72BS3JfABt3phA5yb/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1K5gj_RTznLpCyeE72BS3JfABt3phA5yb/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","program guidance","regulations","assessment",NA
"techreport","tbep0313","Estimates of Total Nitrogen, Total Phosphorus, Total Suspended Solids, and Biological Oxygen Demand Loadings to Tampa Bay, Florida: 2007-2011","Janicki Environmental, Inc.","2013","NA","#03-13","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-13","pollutant loading, modelling, water quality, nitrogen","https://drive.google.com/file/d/1P43B-HF7ey0Zm9o0RPGtGNvoAt8eQBVe/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1P43B-HF7ey0Zm9o0RPGtGNvoAt8eQBVe/view?usp=drivesdk"">View Document</a>","pollutant loading","modelling","water quality","nitrogen",NA,NA
"article","tbep0213","Lessons learned from the Bay Region Atmospheric Chemistry Experiment (BRACE) and implications for nitrogen management of Tampa Bay","N. Poor, L. Cross, R. Dennis","2013","70","NA","Atmospheric Environment","75-83","NA","NA","Atmospheric Environment","NA","10.1016/j.atmosenv.2012.12.030","#02-13","#02-13","nitrogen, pollutant loading, modelling, water quality","https://dx.doi.org/10.1016/j.atmosenv.2012.12.030","<a href=""https://dx.doi.org/10.1016/j.atmosenv.2012.12.030"">View Document</a>","nitrogen","pollutant loading","modelling","water quality",NA,NA
"techreport","tbep0113","2012 Tampa Bay Water Quality Assessment","E. Sherwood","2013","NA","#01-13","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-13","status and trends, water quality, chlorophyll, light attenuation, seagrass","https://drive.google.com/file/d/1j3vHHOF71seXRvCMkPYz4kPlHcBbvYyN/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1j3vHHOF71seXRvCMkPYz4kPlHcBbvYyN/view?usp=drivesdk"">View Document</a>","status and trends","water quality","chlorophyll","light attenuation","seagrass",NA
"techreport","tbep1112","A Tampa Bay Estuary Program Progress Report","N. O'Hara","2012","NA","#11-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#11-12","education, seagrass, water quality, assessment, status and trends","https://drive.google.com/file/d/1QcH4o97fQpimGMpe57AXknCkoZdGNjX6/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1QcH4o97fQpimGMpe57AXknCkoZdGNjX6/view?usp=drivesdk"">View Document</a>","education","seagrass","water quality","assessment","status and trends",NA
